year,month,day,epo index (m)
2006,7,29,-38.59
2006,7,30,30.9
2006,7,31,87.4
2006,8,1,94.2
2006,8,2,96.87
2006,8,3,79.62
2006,8,4,67.9
2006,8,5,39.76
2006,8,6,14.29
2006,8,7,-5.51
2006,8,8,14.37
2006,8,9,26.79
2006,8,10,29.57
2006,8,11,33.75
2006,8,12,37.72
2006,8,13,24.54
2006,8,14,15.62
2006,8,15,6.2
2006,8,16,3.4
2006,8,17,6.09
2006,8,18,-7.39
2006,8,19,-22.98
2006,8,20,-43.81
2006,8,21,-52.07
2006,8,22,-61.2
2006,8,23,-64.65
2006,8,24,-47.0
2006,8,25,-36.97
2006,8,26,-44.7
2006,8,27,-37.15
2006,8,28,4.11
2006,8,29,44.75
2006,8,30,45.78
2006,8,31,26.76
2006,9,1,7.81
2006,9,2,-8.62
2006,9,3,-57.46
2006,9,4,-72.55
2006,9,5,-50.19
2006,9,6,-40.12
2006,9,7,-25.13
2006,9,8,29.53
2006,9,9,95.41
2006,9,10,86.23
2006,9,11,23.85
2006,9,12,-45.3
2006,9,13,-105.11
2006,9,14,-125.13
2006,9,15,-92.7
2006,9,16,-35.67
2006,9,17,-23.75
2006,9,18,-43.65
2006,9,19,-23.05
2006,9,20,30.81
2006,9,21,4.25
2006,9,22,-49.37
2006,9,23,-89.35
2006,9,24,-111.45
2006,9,25,-99.78
2006,9,26,-113.6
2006,9,27,-72.88
2006,9,28,-19.55
2006,9,29,-12.74
2006,9,30,13.52
2006,10,1,45.96
2006,10,2,28.86
2006,10,3,-30.58
2006,10,4,-33.3
2006,10,5,-18.23
2006,10,6,-43.37
2006,10,7,-74.32
2006,10,8,-110.46
2006,10,9,-154.95
2006,10,10,-161.03
2006,10,11,-141.0
2006,10,12,-148.88
2006,10,13,-153.77
2006,10,14,-98.86
2006,10,15,-57.05
2006,10,16,-118.29
2006,10,17,-117.4
2006,10,18,-58.41
2006,10,19,-52.41
2006,10,20,-125.2
2006,10,21,-153.63
2006,10,22,-69.02
2006,10,23,21.76
2006,10,24,69.02
2006,10,25,127.31
2006,10,26,116.2
2006,10,27,36.86
2006,10,28,-53.29
2006,10,29,-101.27
2006,10,30,-122.55
2006,10,31,-143.4
2006,11,1,-166.19
2006,11,2,-116.45
2006,11,3,-49.49
2006,11,4,-7.58
2006,11,5,25.42
2006,11,6,85.92
2006,11,7,170.19
2006,11,8,183.25
2006,11,9,176.08
2006,11,10,164.34
2006,11,11,144.5
2006,11,12,113.41
2006,11,13,167.64
2006,11,14,211.14
2006,11,15,244.25
2006,11,16,244.6
2006,11,17,146.38
2006,11,18,77.44
2006,11,19,85.78
2006,11,20,102.02
2006,11,21,28.09
2006,11,22,-17.91
2006,11,23,-52.86
2006,11,24,-94.99
2006,11,25,-68.95
2006,11,26,-83.15
2006,11,27,-104.42
2006,11,28,-95.89
2006,11,29,-69.3
2006,11,30,-80.6
2006,12,1,-172.26
2006,12,2,-183.6
2006,12,3,-106.38
2006,12,4,-60.1
2006,12,5,-47.06
2006,12,6,-31.72
2006,12,7,37.59
2006,12,8,95.28
2006,12,9,88.18
2006,12,10,124.91
2006,12,11,171.66
2006,12,12,206.33
2006,12,13,200.69
2006,12,14,153.92
2006,12,15,112.24
2006,12,16,31.28
2006,12,17,15.15
2006,12,18,119.04
2006,12,19,160.2
2006,12,20,170.07
2006,12,21,188.35
2006,12,22,186.5
2006,12,23,187.18
2006,12,24,151.66
2006,12,25,214.32
2006,12,26,162.97
2006,12,27,122.84
2006,12,28,68.83
2006,12,29,133.08
2006,12,30,176.18
2006,12,31,181.65
2007,1,1,261.54
2007,1,2,306.81
2007,1,3,307.65
2007,1,4,289.72
2007,1,5,292.21
2007,1,6,261.73
2007,1,7,235.22
2007,1,8,116.78
2007,1,9,26.24
2007,1,10,-30.2
2007,1,11,-85.39
2007,1,12,-80.0
2007,1,13,-51.49
2007,1,14,-12.7
2007,1,15,22.37
2007,1,16,33.83
2007,1,17,19.26
2007,1,18,33.7
2007,1,19,92.7
2007,1,20,113.19
2007,1,21,110.59
2007,1,22,95.8
2007,1,23,68.22
2007,1,24,59.47
2007,1,25,10.78
2007,1,26,-101.28
2007,1,27,-171.24
2007,1,28,-238.4
2007,1,29,-322.48
2007,1,30,-376.07
2007,1,31,-367.55
2007,2,1,-333.11
2007,2,2,-246.57
2007,2,3,-192.79
2007,2,4,-150.17
2007,2,5,-151.25
2007,2,6,-148.2
2007,2,7,-183.85
2007,2,8,-195.57
2007,2,9,-167.6
2007,2,10,-151.73
2007,2,11,-86.11
2007,2,12,-39.83
2007,2,13,-21.14
2007,2,14,41.11
2007,2,15,136.84
2007,2,16,112.3
2007,2,17,101.22
2007,2,18,175.67
2007,2,19,228.49
2007,2,20,264.92
2007,2,21,123.24
2007,2,22,100.91
2007,2,23,192.56
2007,2,24,214.73
2007,2,25,182.59
2007,2,26,103.75
2007,2,27,48.72
2007,2,28,47.11
2007,3,1,90.09
2007,3,2,71.5
2007,3,3,-9.99
2007,3,4,-38.85
2007,3,5,22.52
2007,3,6,61.1
2007,3,7,157.97
2007,3,8,254.0
2007,3,9,224.29
2007,3,10,133.75
2007,3,11,126.86
2007,3,12,163.09
2007,3,13,112.1
2007,3,14,54.52
2007,3,15,2.92
2007,3,16,19.26
2007,3,17,68.57
2007,3,18,55.7
2007,3,19,64.77
2007,3,20,161.84
2007,3,21,235.77
2007,3,22,239.28
2007,3,23,238.09
2007,3,24,267.37
2007,3,25,224.5
2007,3,26,150.23
2007,3,27,67.08
2007,3,28,-47.12
2007,3,29,-97.5
2007,3,30,-141.88
2007,3,31,-146.73
2007,4,1,-151.82
2007,4,2,-141.56
2007,4,3,-128.27
2007,4,4,-95.91
2007,4,5,-88.01
2007,4,6,-65.48
2007,4,7,6.44
2007,4,8,71.54
2007,4,9,108.65
2007,4,10,78.72
2007,4,11,66.06
2007,4,12,102.76
2007,4,13,148.31
2007,4,14,160.66
2007,4,15,144.77
2007,4,16,160.97
2007,4,17,99.54
2007,4,18,44.02
2007,4,19,-9.93
2007,4,20,-25.14
2007,4,21,0.79
2007,4,22,22.54
2007,4,23,37.51
2007,4,24,91.22
2007,4,25,128.76
2007,4,26,177.05
2007,4,27,162.59
2007,4,28,129.09
2007,4,29,166.26
2007,4,30,162.85
2007,5,1,130.52
2007,5,2,120.43
2007,5,3,120.35
2007,5,4,67.1
2007,5,5,42.87
2007,5,6,57.42
2007,5,7,39.11
2007,5,8,9.74
2007,5,9,9.9
2007,5,10,-0.5
2007,5,11,34.04
2007,5,12,70.04
2007,5,13,73.88
2007,5,14,27.47
2007,5,15,-14.61
2007,5,16,34.59
2007,5,17,39.04
2007,5,18,28.83
2007,5,19,48.68
2007,5,20,51.49
2007,5,21,11.11
2007,5,22,-14.84
2007,5,23,-31.78
2007,5,24,-22.29
2007,5,25,11.9
2007,5,26,32.22
2007,5,27,35.22
2007,5,28,9.92
2007,5,29,-18.45
2007,5,30,4.42
2007,5,31,14.28
2007,6,1,-11.64
2007,6,2,-65.29
2007,6,3,-82.73
2007,6,4,-33.03
2007,6,5,5.11
2007,6,6,28.82
2007,6,7,43.51
2007,6,8,47.34
2007,6,9,67.41
2007,6,10,71.94
2007,6,11,48.24
2007,6,12,41.85
2007,6,13,35.9
2007,6,14,-11.86
2007,6,15,-58.17
2007,6,16,-60.64
2007,6,17,-31.98
2007,6,18,11.56
2007,6,19,18.91
2007,6,20,12.07
2007,6,21,28.63
2007,6,22,32.73
2007,6,23,57.5
2007,6,24,64.72
2007,6,25,60.65
2007,6,26,18.89
2007,6,27,-7.32
2007,6,28,-8.59
2007,6,29,27.25
2007,6,30,49.55
2007,7,1,55.2
2007,7,2,44.77
2007,7,3,0.26
2007,7,4,-17.94
2007,7,5,12.11
2007,7,6,26.18
2007,7,7,21.51
2007,7,8,1.83
2007,7,9,-5.28
2007,7,10,-1.59
2007,7,11,-26.91
2007,7,12,-39.37
2007,7,13,-52.92
2007,7,14,-25.41
2007,7,15,11.67
2007,7,16,10.01
2007,7,17,-2.09
2007,7,18,18.55
2007,7,19,82.04
2007,7,20,120.84
2007,7,21,140.81
2007,7,22,121.11
2007,7,23,83.95
2007,7,24,71.59
2007,7,25,47.35
2007,7,26,12.14
2007,7,27,14.85
2007,7,28,25.07
2007,7,29,26.33
2007,7,30,3.84
2007,7,31,-10.44
2007,8,1,-5.54
2007,8,2,7.27
2007,8,3,0.19
2007,8,4,-26.42
2007,8,5,-58.3
2007,8,6,-42.86
2007,8,7,-0.73
2007,8,8,3.26
2007,8,9,-3.7
2007,8,10,-12.59
2007,8,11,-35.49
2007,8,12,-44.34
2007,8,13,-84.2
2007,8,14,-87.72
2007,8,15,-78.68
2007,8,16,-47.6
2007,8,17,-2.19
2007,8,18,40.75
2007,8,19,81.23
2007,8,20,73.39
2007,8,21,25.99
2007,8,22,-24.91
2007,8,23,-46.06
2007,8,24,-10.11
2007,8,25,17.41
2007,8,26,23.47
2007,8,27,3.79
2007,8,28,-4.66
2007,8,29,2.3
2007,8,30,22.46
2007,8,31,39.64
2007,9,1,41.43
2007,9,2,38.73
2007,9,3,80.95
2007,9,4,119.26
2007,9,5,90.54
2007,9,6,37.56
2007,9,7,-29.99
2007,9,8,-95.47
2007,9,9,-155.82
2007,9,10,-170.42
2007,9,11,-158.82
2007,9,12,-117.9
2007,9,13,-77.52
2007,9,14,-41.61
2007,9,15,23.23
2007,9,16,19.91
2007,9,17,-10.73
2007,9,18,-68.3
2007,9,19,-71.88
2007,9,20,-21.81
2007,9,21,15.75
2007,9,22,-22.98
2007,9,23,-37.68
2007,9,24,-15.88
2007,9,25,-3.73
2007,9,26,23.01
2007,9,27,21.88
2007,9,28,66.63
2007,9,29,141.93
2007,9,30,128.49
2007,10,1,173.46
2007,10,2,221.84
2007,10,3,169.92
2007,10,4,76.73
2007,10,5,96.68
2007,10,6,150.34
2007,10,7,154.96
2007,10,8,91.88
2007,10,9,19.66
2007,10,10,47.09
2007,10,11,72.32
2007,10,12,86.93
2007,10,13,116.69
2007,10,14,94.99
2007,10,15,138.47
2007,10,16,146.98
2007,10,17,140.15
2007,10,18,146.25
2007,10,19,177.64
2007,10,20,147.3
2007,10,21,86.55
2007,10,22,56.82
2007,10,23,32.63
2007,10,24,54.95
2007,10,25,23.17
2007,10,26,-32.45
2007,10,27,-1.45
2007,10,28,47.95
2007,10,29,57.14
2007,10,30,98.26
2007,10,31,104.51
2007,11,1,87.41
2007,11,2,54.63
2007,11,3,16.57
2007,11,4,-62.81
2007,11,5,-90.26
2007,11,6,-36.13
2007,11,7,-8.75
2007,11,8,17.13
2007,11,9,117.87
2007,11,10,198.35
2007,11,11,182.54
2007,11,12,152.01
2007,11,13,114.86
2007,11,14,56.47
2007,11,15,96.05
2007,11,16,100.82
2007,11,17,44.43
2007,11,18,24.74
2007,11,19,-17.91
2007,11,20,-81.31
2007,11,21,-119.54
2007,11,22,-197.46
2007,11,23,-172.25
2007,11,24,-81.72
2007,11,25,-38.86
2007,11,26,17.27
2007,11,27,-32.89
2007,11,28,-80.42
2007,11,29,-226.72
2007,11,30,-332.56
2007,12,1,-285.81
2007,12,2,-150.02
2007,12,3,26.77
2007,12,4,133.24
2007,12,5,-2.5
2007,12,6,-63.32
2007,12,7,-114.54
2007,12,8,-161.3
2007,12,9,-150.66
2007,12,10,-128.26
2007,12,11,-65.72
2007,12,12,-44.81
2007,12,13,-66.52
2007,12,14,-40.66
2007,12,15,61.33
2007,12,16,76.62
2007,12,17,139.4
2007,12,18,183.44
2007,12,19,226.82
2007,12,20,177.48
2007,12,21,134.36
2007,12,22,148.25
2007,12,23,154.83
2007,12,24,154.24
2007,12,25,120.36
2007,12,26,74.28
2007,12,27,104.76
2007,12,28,176.32
2007,12,29,210.34
2007,12,30,163.2
2007,12,31,21.55
2008,1,1,29.16
2008,1,2,159.12
2008,1,3,253.93
2008,1,4,310.14
2008,1,5,320.89
2008,1,6,248.9
2008,1,7,213.64
2008,1,8,214.44
2008,1,9,187.36
2008,1,10,201.57
2008,1,11,158.0
2008,1,12,134.43
2008,1,13,130.6
2008,1,14,102.24
2008,1,15,15.33
2008,1,16,-66.16
2008,1,17,-153.0
2008,1,18,-188.46
2008,1,19,-232.06
2008,1,20,-265.47
2008,1,21,-278.58
2008,1,22,-251.1
2008,1,23,-134.09
2008,1,24,-109.83
2008,1,25,-98.1
2008,1,26,-18.18
2008,1,27,-21.8
2008,1,28,87.89
2008,1,29,153.4
2008,1,30,189.83
2008,1,31,200.03
2008,2,1,193.6
2008,2,2,214.69
2008,2,3,195.88
2008,2,4,162.54
2008,2,5,201.4
2008,2,6,253.76
2008,2,7,259.67
2008,2,8,158.6
2008,2,9,149.93
2008,2,10,185.15
2008,2,11,164.47
2008,2,12,140.3
2008,2,13,90.73
2008,2,14,39.84
2008,2,15,57.94
2008,2,16,24.57
2008,2,17,-44.21
2008,2,18,-69.42
2008,2,19,-49.27
2008,2,20,25.06
2008,2,21,38.61
2008,2,22,12.57
2008,2,23,-30.64
2008,2,24,-45.55
2008,2,25,-18.9
2008,2,26,15.2
2008,2,27,75.41
2008,2,28,61.42
2008,2,29,123.8
2008,3,1,219.64
2008,3,2,146.98
2008,3,3,97.41
2008,3,4,17.54
2008,3,5,-34.36
2008,3,6,21.92
2008,3,7,92.7
2008,3,8,83.12
2008,3,9,20.91
2008,3,10,-2.89
2008,3,11,23.25
2008,3,12,33.0
2008,3,13,50.22
2008,3,14,27.93
2008,3,15,11.96
2008,3,16,59.84
2008,3,17,183.06
2008,3,18,210.03
2008,3,19,191.13
2008,3,20,185.44
2008,3,21,153.11
2008,3,22,104.51
2008,3,23,144.1
2008,3,24,171.57
2008,3,25,129.99
2008,3,26,96.62
2008,3,27,63.33
2008,3,28,24.2
2008,3,29,3.21
2008,3,30,-12.79
2008,3,31,-45.68
2008,4,1,-88.59
2008,4,2,-101.93
2008,4,3,-86.37
2008,4,4,-23.2
2008,4,5,20.23
2008,4,6,19.02
2008,4,7,29.87
2008,4,8,74.42
2008,4,9,140.96
2008,4,10,135.68
2008,4,11,59.59
2008,4,12,30.48
2008,4,13,19.52
2008,4,14,4.11
2008,4,15,33.02
2008,4,16,2.48
2008,4,17,-70.13
2008,4,18,-140.32
2008,4,19,-162.1
2008,4,20,-137.97
2008,4,21,-115.89
2008,4,22,-137.51
2008,4,23,-130.75
2008,4,24,-96.12
2008,4,25,-70.4
2008,4,26,-18.82
2008,4,27,43.1
2008,4,28,58.52
2008,4,29,45.61
2008,4,30,44.8
2008,5,1,32.51
2008,5,2,3.19
2008,5,3,-37.55
2008,5,4,-44.42
2008,5,5,-15.84
2008,5,6,-16.2
2008,5,7,-23.67
2008,5,8,4.41
2008,5,9,39.08
2008,5,10,86.12
2008,5,11,92.97
2008,5,12,124.35
2008,5,13,137.36
2008,5,14,113.04
2008,5,15,43.74
2008,5,16,-46.22
2008,5,17,-12.41
2008,5,18,51.87
2008,5,19,83.93
2008,5,20,122.82
2008,5,21,87.4
2008,5,22,-13.13
2008,5,23,-76.73
2008,5,24,-100.75
2008,5,25,-89.21
2008,5,26,-112.07
2008,5,27,-122.46
2008,5,28,-103.25
2008,5,29,-57.47
2008,5,30,-30.25
2008,5,31,-17.42
2008,6,1,9.12
2008,6,2,80.42
2008,6,3,141.8
2008,6,4,145.47
2008,6,5,152.3
2008,6,6,136.09
2008,6,7,87.5
2008,6,8,47.89
2008,6,9,18.54
2008,6,10,-65.44
2008,6,11,-97.12
2008,6,12,-78.89
2008,6,13,-75.55
2008,6,14,-96.08
2008,6,15,-82.37
2008,6,16,-53.14
2008,6,17,-28.42
2008,6,18,1.14
2008,6,19,5.6
2008,6,20,-7.17
2008,6,21,18.09
2008,6,22,32.11
2008,6,23,24.19
2008,6,24,33.0
2008,6,25,64.96
2008,6,26,92.51
2008,6,27,92.81
2008,6,28,56.38
2008,6,29,-2.31
2008,6,30,-60.59
2008,7,1,-58.4
2008,7,2,-38.45
2008,7,3,31.85
2008,7,4,96.51
2008,7,5,109.88
2008,7,6,97.78
2008,7,7,65.04
2008,7,8,38.34
2008,7,9,38.46
2008,7,10,24.17
2008,7,11,-8.6
2008,7,12,-15.94
2008,7,13,-12.04
2008,7,14,-27.95
2008,7,15,-38.94
2008,7,16,-15.93
2008,7,17,28.49
2008,7,18,75.25
2008,7,19,112.52
2008,7,20,136.38
2008,7,21,153.72
2008,7,22,138.94
2008,7,23,104.66
2008,7,24,58.26
2008,7,25,51.46
2008,7,26,50.36
2008,7,27,76.88
2008,7,28,98.46
2008,7,29,99.63
2008,7,30,85.7
2008,7,31,63.75
2008,8,1,51.68
2008,8,2,24.68
2008,8,3,-23.39
2008,8,4,-37.69
2008,8,5,-27.64
2008,8,6,-13.26
2008,8,7,10.9
2008,8,8,32.77
2008,8,9,58.75
2008,8,10,68.37
2008,8,11,88.27
2008,8,12,149.73
2008,8,13,138.67
2008,8,14,62.81
2008,8,15,16.29
2008,8,16,18.82
2008,8,17,39.03
2008,8,18,106.09
2008,8,19,134.7
2008,8,20,106.3
2008,8,21,92.45
2008,8,22,89.22
2008,8,23,96.65
2008,8,24,118.77
2008,8,25,146.96
2008,8,26,181.93
2008,8,27,174.7
2008,8,28,130.49
2008,8,29,69.77
2008,8,30,31.15
2008,8,31,19.17
2008,9,1,21.37
2008,9,2,29.44
2008,9,3,19.78
2008,9,4,-23.32
2008,9,5,-70.63
2008,9,6,-91.15
2008,9,7,-58.1
2008,9,8,-31.12
2008,9,9,-23.44
2008,9,10,15.4
2008,9,11,61.08
2008,9,12,52.52
2008,9,13,9.93
2008,9,14,-23.35
2008,9,15,-35.25
2008,9,16,-55.35
2008,9,17,-44.47
2008,9,18,-12.9
2008,9,19,2.7
2008,9,20,4.29
2008,9,21,10.92
2008,9,22,16.33
2008,9,23,13.13
2008,9,24,2.02
2008,9,25,-10.47
2008,9,26,13.59
2008,9,27,44.68
2008,9,28,-37.8
2008,9,29,-95.72
2008,9,30,-78.73
2008,10,1,-19.28
2008,10,2,82.35
2008,10,3,173.36
2008,10,4,183.72
2008,10,5,179.56
2008,10,6,165.04
2008,10,7,193.83
2008,10,8,119.66
2008,10,9,17.59
2008,10,10,-18.16
2008,10,11,-20.32
2008,10,12,-30.9
2008,10,13,-6.07
2008,10,14,58.05
2008,10,15,48.18
2008,10,16,35.6
2008,10,17,57.12
2008,10,18,59.75
2008,10,19,66.71
2008,10,20,84.24
2008,10,21,64.67
2008,10,22,83.85
2008,10,23,151.85
2008,10,24,162.84
2008,10,25,102.16
2008,10,26,-5.93
2008,10,27,-30.52
2008,10,28,-27.7
2008,10,29,33.21
2008,10,30,-51.12
2008,10,31,-91.72
2008,11,1,-18.91
2008,11,2,74.16
2008,11,3,111.57
2008,11,4,39.03
2008,11,5,-12.78
2008,11,6,3.78
2008,11,7,28.48
2008,11,8,32.12
2008,11,9,65.85
2008,11,10,126.74
2008,11,11,181.98
2008,11,12,208.79
2008,11,13,91.15
2008,11,14,-20.39
2008,11,15,-44.49
2008,11,16,-92.31
2008,11,17,-59.51
2008,11,18,-22.6
2008,11,19,-63.7
2008,11,20,-50.4
2008,11,21,58.1
2008,11,22,127.09
2008,11,23,36.41
2008,11,24,42.91
2008,11,25,72.19
2008,11,26,71.31
2008,11,27,55.23
2008,11,28,71.13
2008,11,29,2.77
2008,11,30,-60.76
2008,12,1,-76.47
2008,12,2,-82.93
2008,12,3,-111.86
2008,12,4,-114.24
2008,12,5,-67.76
2008,12,6,-36.85
2008,12,7,-38.27
2008,12,8,-36.79
2008,12,9,47.75
2008,12,10,15.76
2008,12,11,-122.23
2008,12,12,-155.25
2008,12,13,-206.08
2008,12,14,-275.04
2008,12,15,-335.19
2008,12,16,-338.65
2008,12,17,-256.62
2008,12,18,-186.33
2008,12,19,-146.66
2008,12,20,-93.0
2008,12,21,-86.29
2008,12,22,-47.18
2008,12,23,53.81
2008,12,24,105.12
2008,12,25,75.49
2008,12,26,154.83
2008,12,27,243.36
2008,12,28,217.94
2008,12,29,167.08
2008,12,30,121.67
2008,12,31,126.68
2009,1,1,157.57
2009,1,2,203.65
2009,1,3,231.02
2009,1,4,252.24
2009,1,5,292.57
2009,1,6,215.31
2009,1,7,196.43
2009,1,8,175.77
2009,1,9,145.66
2009,1,10,88.25
2009,1,11,0.83
2009,1,12,-59.35
2009,1,13,-95.84
2009,1,14,-153.67
2009,1,15,-168.58
2009,1,16,-198.11
2009,1,17,-224.48
2009,1,18,-261.73
2009,1,19,-289.95
2009,1,20,-273.84
2009,1,21,-241.91
2009,1,22,-194.84
2009,1,23,-167.18
2009,1,24,-137.35
2009,1,25,-135.61
2009,1,26,-68.9
2009,1,27,70.84
2009,1,28,73.94
2009,1,29,59.28
2009,1,30,139.41
2009,1,31,189.41
2009,2,1,139.16
2009,2,2,128.01
2009,2,3,111.53
2009,2,4,159.71
2009,2,5,165.58
2009,2,6,136.63
2009,2,7,165.43
2009,2,8,188.73
2009,2,9,214.92
2009,2,10,201.08
2009,2,11,124.03
2009,2,12,14.14
2009,2,13,-31.98
2009,2,14,-92.66
2009,2,15,-105.15
2009,2,16,-61.49
2009,2,17,-55.83
2009,2,18,-209.41
2009,2,19,-312.18
2009,2,20,-302.47
2009,2,21,-252.88
2009,2,22,-215.53
2009,2,23,-163.17
2009,2,24,-96.95
2009,2,25,-104.86
2009,2,26,-66.02
2009,2,27,-123.84
2009,2,28,-175.31
2009,3,1,-71.19
2009,3,2,-6.0
2009,3,3,-19.42
2009,3,4,-42.5
2009,3,5,-88.95
2009,3,6,-54.51
2009,3,7,-63.87
2009,3,8,-119.52
2009,3,9,-115.47
2009,3,10,-78.77
2009,3,11,-115.38
2009,3,12,-138.72
2009,3,13,-12.06
2009,3,14,131.18
2009,3,15,205.41
2009,3,16,190.63
2009,3,17,155.23
2009,3,18,140.23
2009,3,19,146.91
2009,3,20,135.84
2009,3,21,108.2
2009,3,22,137.29
2009,3,23,132.78
2009,3,24,80.02
2009,3,25,20.3
2009,3,26,62.49
2009,3,27,97.06
2009,3,28,90.8
2009,3,29,78.49
2009,3,30,142.46
2009,3,31,149.67
2009,4,1,125.15
2009,4,2,118.91
2009,4,3,80.62
2009,4,4,-13.42
2009,4,5,-116.51
2009,4,6,-131.75
2009,4,7,-93.2
2009,4,8,-19.15
2009,4,9,46.33
2009,4,10,104.54
2009,4,11,121.37
2009,4,12,97.03
2009,4,13,41.04
2009,4,14,-1.88
2009,4,15,12.75
2009,4,16,23.08
2009,4,17,16.2
2009,4,18,-5.74
2009,4,19,-28.04
2009,4,20,-83.0
2009,4,21,-99.35
2009,4,22,-106.59
2009,4,23,-127.93
2009,4,24,-143.0
2009,4,25,-150.11
2009,4,26,-187.53
2009,4,27,-255.74
2009,4,28,-278.48
2009,4,29,-256.99
2009,4,30,-237.83
2009,5,1,-196.53
2009,5,2,-115.83
2009,5,3,2.11
2009,5,4,71.61
2009,5,5,96.5
2009,5,6,76.77
2009,5,7,28.33
2009,5,8,-27.63
2009,5,9,-51.77
2009,5,10,-24.79
2009,5,11,-15.21
2009,5,12,13.82
2009,5,13,44.29
2009,5,14,68.07
2009,5,15,19.82
2009,5,16,-29.38
2009,5,17,-49.27
2009,5,18,-50.44
2009,5,19,7.63
2009,5,20,-3.23
2009,5,21,-70.87
2009,5,22,-81.85
2009,5,23,-37.26
2009,5,24,-36.01
2009,5,25,-14.09
2009,5,26,4.13
2009,5,27,1.52
2009,5,28,-8.53
2009,5,29,-13.06
2009,5,30,-33.01
2009,5,31,-105.53
2009,6,1,-174.27
2009,6,2,-208.45
2009,6,3,-228.06
2009,6,4,-200.86
2009,6,5,-150.69
2009,6,6,-121.41
2009,6,7,-92.33
2009,6,8,-75.39
2009,6,9,-105.96
2009,6,10,-113.46
2009,6,11,-77.21
2009,6,12,-48.84
2009,6,13,-12.04
2009,6,14,8.62
2009,6,15,21.34
2009,6,16,65.9
2009,6,17,109.28
2009,6,18,150.05
2009,6,19,158.25
2009,6,20,160.75
2009,6,21,134.91
2009,6,22,112.32
2009,6,23,121.05
2009,6,24,129.41
2009,6,25,138.61
2009,6,26,136.51
2009,6,27,127.46
2009,6,28,83.57
2009,6,29,7.41
2009,6,30,-51.83
2009,7,1,-82.73
2009,7,2,-100.48
2009,7,3,-101.1
2009,7,4,-79.55
2009,7,5,-78.8
2009,7,6,-54.9
2009,7,7,-48.78
2009,7,8,-51.41
2009,7,9,-66.04
2009,7,10,-109.1
2009,7,11,-132.58
2009,7,12,-119.88
2009,7,13,-89.9
2009,7,14,-61.22
2009,7,15,-28.58
2009,7,16,-21.02
2009,7,17,-0.58
2009,7,18,36.8
2009,7,19,23.21
2009,7,20,-3.37
2009,7,21,46.62
2009,7,22,106.6
2009,7,23,73.25
2009,7,24,34.49
2009,7,25,-15.8
2009,7,26,-60.28
2009,7,27,-99.53
2009,7,28,-118.14
2009,7,29,-106.07
2009,7,30,-71.5
2009,7,31,-30.67
2009,8,1,-20.13
2009,8,2,-34.54
2009,8,3,-59.94
2009,8,4,-72.2
2009,8,5,-43.32
2009,8,6,2.34
2009,8,7,22.03
2009,8,8,49.45
2009,8,9,66.46
2009,8,10,100.02
2009,8,11,92.09
2009,8,12,53.44
2009,8,13,15.14
2009,8,14,13.67
2009,8,15,17.15
2009,8,16,16.73
2009,8,17,13.98
2009,8,18,-6.92
2009,8,19,-21.84
2009,8,20,-21.8
2009,8,21,3.06
2009,8,22,19.55
2009,8,23,35.85
2009,8,24,53.14
2009,8,25,108.5
2009,8,26,57.01
2009,8,27,2.15
2009,8,28,20.19
2009,8,29,11.67
2009,8,30,-47.67
2009,8,31,-62.96
2009,9,1,-65.74
2009,9,2,-22.24
2009,9,3,43.17
2009,9,4,45.34
2009,9,5,18.16
2009,9,6,50.85
2009,9,7,111.21
2009,9,8,134.26
2009,9,9,139.45
2009,9,10,101.96
2009,9,11,64.71
2009,9,12,52.38
2009,9,13,97.0
2009,9,14,57.02
2009,9,15,-5.67
2009,9,16,43.94
2009,9,17,101.13
2009,9,18,115.18
2009,9,19,108.28
2009,9,20,81.32
2009,9,21,37.41
2009,9,22,-24.47
2009,9,23,-16.76
2009,9,24,34.49
2009,9,25,71.49
2009,9,26,72.67
2009,9,27,6.47
2009,9,28,10.93
2009,9,29,60.44
2009,9,30,91.37
2009,10,1,80.79
2009,10,2,6.48
2009,10,3,-68.11
2009,10,4,-129.79
2009,10,5,-167.24
2009,10,6,-177.68
2009,10,7,-193.54
2009,10,8,-160.36
2009,10,9,-177.05
2009,10,10,-194.87
2009,10,11,-160.6
2009,10,12,-151.06
2009,10,13,-149.1
2009,10,14,-79.36
2009,10,15,-74.93
2009,10,16,-66.54
2009,10,17,-9.46
2009,10,18,-8.49
2009,10,19,-35.08
2009,10,20,-22.32
2009,10,21,45.15
2009,10,22,48.61
2009,10,23,86.37
2009,10,24,57.89
2009,10,25,69.49
2009,10,26,146.54
2009,10,27,62.0
2009,10,28,-37.73
2009,10,29,4.81
2009,10,30,46.2
2009,10,31,55.81
2009,11,1,51.53
2009,11,2,43.55
2009,11,3,13.73
2009,11,4,24.77
2009,11,5,211.24
2009,11,6,266.33
2009,11,7,224.04
2009,11,8,170.07
2009,11,9,102.2
2009,11,10,33.81
2009,11,11,-9.26
2009,11,12,55.71
2009,11,13,99.95
2009,11,14,200.67
2009,11,15,308.65
2009,11,16,284.01
2009,11,17,240.28
2009,11,18,253.76
2009,11,19,170.34
2009,11,20,149.84
2009,11,21,197.37
2009,11,22,164.41
2009,11,23,101.55
2009,11,24,12.7
2009,11,25,20.19
2009,11,26,53.14
2009,11,27,69.79
2009,11,28,74.99
2009,11,29,32.5
2009,11,30,-6.55
2009,12,1,-50.67
2009,12,2,-80.13
2009,12,3,-114.63
2009,12,4,-219.83
2009,12,5,-318.74
